papel,cotacao,pl,pvp,psr,dy,pa,pcg,pebit,pacl,evebit,evebitda,mrgebit,mrgliq,roic,roe,liqc,liq2m,patrliq,divbpatr,c5y
PMET6,0.2,-1.21,-0.05,1.39,0.0,9.307,-0.07,27.69,-0.05,441.57,441.57,0.050199999999999995,-1.1449,0.3897,0.040999999999999995,0.01,0.0,-290863000.0,-0.74,0.3774
PNOR5,1.87,-2.9,0.55,0.354,0.0,0.205,0.7,8.52,-2.32,4.57,4.57,0.0415,-0.1174,0.0361,-0.1884,2.5,0.0,158071000.0,0.42,0.0134
PNVL3,10.34,18.2,1.43,0.409,0.0182,0.605,2.5,14.82,-33.51,21.82,7.91,0.0276,0.0225,0.0516,0.0783,1.77,5681560.0,1091000000.0,0.82,0.12380000000000001
PNVL4,18.62,32.78,2.57,0.737,0.0,1.09,4.5,26.68,-60.34,33.69,12.21,0.0276,0.0225,0.0516,0.0783,1.77,0.0,1091000000.0,0.82,0.12380000000000001
POMO3,2.47,9.01,0.77,0.496,0.015,0.319,1.6,13.86,-11.19,22.39,13.33,0.0358,0.050199999999999995,0.029900000000000003,0.08529999999999999,1.57,346689.0,3045390000.0,0.78,0.0197
POMO4,2.79,10.17,0.87,0.561,0.013300000000000001,0.36,1.8,15.65,-12.64,24.18,14.4,0.0358,0.050199999999999995,0.029900000000000003,0.08529999999999999,1.57,16180100.0,3045390000.0,0.78,0.0197
POPR4,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0866,0.0565,0.1525,0.1993,1.08,0.0,545803000.0,0.82,0.3093
PORP4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0208,0.0,0.0,22399000.0,0.0,0.1366
PORT3,10.94,17.11,2.02,1.736,0.0407,0.824,32.37,6.9,-1.9,10.42,7.6,0.2518,0.10640000000000001,0.1297,0.1182,1.19,3311880.0,2379580000.0,1.18,0.0
POSI3,8.8,6.02,0.94,0.26,0.0387,0.293,0.81,3.83,1.81,6.94,6.1,0.0678,0.044000000000000004,0.11130000000000001,0.1563,1.74,20783000.0,1326580000.0,1.09,0.25170000000000003
POWE3,10.9,23.92,0.99,0.618,0.0,0.378,6.57,17.61,-3.01,10.63,10.01,0.0351,0.0259,0.0354,0.041299999999999996,1.13,0.0,988330000.0,0.04,0.0
PQUN3,15.44,104.31,1.88,0.545,0.0,0.523,7.57,19.5,-0.97,40.25,40.25,0.027999999999999997,0.0052,0.0302,0.0181,1.61,0.0,858692000.0,2.28,0.0519
PRBC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0925,0.0,0.0,1254220000.0,0.0,-0.0014000000000000002
PRBC4,14.54,408.43,37.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0925,0.0,0.0,1254220000.0,0.0,-0.0014000000000000002
PRGA4,75.0,-60.91,6.77,1.539,0.0,1.375,13.6,72.03,-4.26,85.59,24.05,0.021400000000000002,-0.023700000000000002,0.0319,-0.11109999999999999,1.28,0.0,12000400000.0,2.0,0.1425
PRIO3,35.49,9.26,3.39,4.37,0.0,1.573,3.23,7.21,71.19,7.18,5.89,0.6061,0.4717,0.42200000000000004,0.366,7.82,465954000.0,9237920000.0,0.99,0.7156999999999999
PRML3,11.52,-4.41,1.98,18.612,0.0,0.581,23.0,-30.33,-0.93,-63.15,1640.31,-0.6136,-4.2499,-0.0196,-0.4484,2.02,0.0,2192720000.0,2.18,0.3285
PRNR3,6.81,6.87,1.03,0.386,0.051699999999999996,0.443,1.75,3.13,5.62,3.53,2.75,0.1232,0.08449999999999999,0.18230000000000002,0.1499,1.74,1393920.0,257316000.0,0.54,0.1843
PRTX3,2.77,-32.27,-145.32,297.651,0.0,1.4,-2.57,-97.11,-1.43,-128.99,37.19,-3.065,-9.2247,-0.015,4.5037,0.05,0.0,-18917000.0,-49.85,3.0795999999999997
PRVI3,10.54,-11.74,1.61,0.919,0.0,0.565,-250.86,9.71,-1.48,9.87,6.39,0.0946,-0.0783,0.061500000000000006,-0.1371,0.99,0.0,525170000.0,0.1,0.16190000000000002
PSSA3,22.89,13.31,1.49,0.568,0.0506,0.302,7.04,0.68,-1.97,0.22,0.22,0.8342,0.0429,0.5566,0.1117,1.07,57559900.0,9953770000.0,0.0,0.09519999999999999
PTBL3,8.43,5.98,2.61,0.537,0.0395,0.525,10.21,3.13,-1.54,4.66,3.81,0.17170000000000002,0.08990000000000001,0.225,0.4361,1.13,15329400.0,456086000.0,1.57,0.2234
PTBL4,2.59,1.84,0.8,0.165,0.0,0.161,3.14,0.96,-0.47,2.49,2.04,0.17170000000000002,0.08990000000000001,0.225,0.4361,1.13,0.0,456086000.0,1.57,0.2234
PTIP3,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,3.62,0.1373,0.0755,0.23129999999999998,-1.2174,0.7,0.0,-155957000.0,-9.02,0.6211
PTIP4,25.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,3.62,0.1373,0.0755,0.23129999999999998,-1.2174,0.7,0.0,-155957000.0,-9.02,0.6211
PTNT3,9.3,6.4,1.27,0.514,0.034300000000000004,0.512,2.93,7.53,17.77,9.85,6.74,0.0682,0.096,0.0895,0.19760000000000003,1.47,16555.1,353213000.0,0.72,0.154
PTNT4,6.16,4.24,0.84,0.34,0.051699999999999996,0.339,1.94,4.99,11.77,7.31,5.0,0.0682,0.096,0.0895,0.19760000000000003,1.47,89801.6,353213000.0,0.72,0.154
PTPA3,76.5,3.69,1.14,0.505,0.0,0.375,2.28,3.63,-1.27,7.06,5.33,0.1393,0.1369,0.13269999999999998,0.3085,1.79,0.0,1201690000.0,1.59,0.1808
PTPA4,80.0,3.86,1.19,0.528,0.0,0.392,2.38,3.79,-1.33,7.23,5.45,0.1393,0.1369,0.13269999999999998,0.3085,1.79,0.0,1201690000.0,1.59,0.1808
PTQS4,189.46,43.43,2.19,4.717,0.0,1.577,9.89,-7214.41,-35.73,-7466.35,-7466.35,-0.0007000000000000001,0.1137,-0.0002,0.0504,3.32,0.0,1714950000.0,0.24,0.5613
